municipio,exames,tat_mediano_dias,tat_p90_dias,tat_lab_mediano_dias,logistica_mediana_dias,pct_liberado_48h,pct_liberado_48h_coleta,pct_liberado_7d,pct_liberado_14d,pct_rejeitado,backlog_estimado,pct_inconclusivo,pct_liberado,fonte,anos_referencia,interpretacao
CHAPADA DOS GUIMARAES,7360,13.657291666666666,93.8802777777779,9.152777777777779,2.35625,0.24775545104745617,0.0969989281886388,0.36584494462307965,0.5062522329403358,0.04918478260869565,2660,0.0,0.421875,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
ARAPUTANGA,5938,15.706597222222221,90.7375,12.065972222222221,5.465972222222222,0.21787314312662107,0.06333333333333334,0.21791666666666668,0.43291666666666667,0.02172448635904345,2321,0.0,0.5436173795890872,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
PRIMAVERA DO LESTE,7237,9.6375,146.31805555555556,4.190277777777778,2.4270833333333335,0.39238927011852776,0.14543812104787715,0.44607046070460704,0.5721770551038844,0.06950393809589608,2203,0.0,0.4794804476993229,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
COLIDER,8899,11.555555555555555,92.41458333333334,6.036111111111111,4.499305555555556,0.3000506842372022,0.1250703432751829,0.3269555430500844,0.550365785030951,0.057984043150915834,2160,0.0,0.4328576244521856,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
JUINA,5183,10.404861111111112,180.38333333333333,5.095138888888889,2.6020833333333333,0.39078087375300996,0.13616071428571427,0.4075255102040816,0.5628188775510204,0.04765579780050164,1598,0.0,0.2934593864557206,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
VERA,3695,23.497222222222224,118.74166666666666,12.759027777777778,7.370833333333334,0.22046621888581588,0.06260351109638954,0.19509771447499172,0.38489566081483934,0.007307171853856563,1497,0.0,0.46820027063599456,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA MUTUM,4778,16.604861111111113,186.91631944444458,3.036111111111111,7.352777777777778,0.339919624916276,0.0721830985915493,0.2737676056338028,0.4448356807511737,0.10925073252406865,1448,0.0,0.42611971536207616,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
AGUA BOA,3632,8.58125,86.53194444444445,2.0819444444444444,2.5833333333333335,0.49108469539375926,0.22363575493806495,0.4516237027117509,0.6049548041513224,0.054515418502202644,1303,0.0,0.4801762114537445,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
GUARANTA DO NORTE,7776,22.417361111111113,118.74138888888889,8.221527777777778,8.411111111111111,0.2768586387434555,0.1211344922232388,0.24208600182982618,0.36925892040256175,0.03780864197530864,1166,0.0,0.41203703703703703,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOSSA SENHORA DO LIVRAMENTO,3602,3.7263888888888888,119.54930555555555,6.142361111111111,0.6777777777777778,0.2857733664185277,0.2961876832844575,0.5858585858585859,0.6546106223525578,0.1812881732370905,1150,0.0,0.337034980566352,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
TANGARA DA SERRA,9574,10.656944444444445,182.71666666666667,5.922916666666667,4.646527777777778,0.2521489971346705,0.08313974813546889,0.2656804010270204,0.5769653991930553,0.12210152496344266,1100,0.0,0.5092960100271569,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
PEIXOTO DE AZEVEDO,2786,21.44097222222222,119.68652777777778,10.077083333333333,4.481597222222222,0.3019271948608137,0.1070389761489238,0.2914485165794066,0.42117510180337403,0.05061019382627423,1072,0.0,0.36432160804020103,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
ALTA FLORESTA,2310,30.469791666666666,137.5986111111111,8.324652777777779,9.56423611111111,0.29797191887675506,0.07331571994715984,0.20145310435931307,0.28797886393659183,0.045454545454545456,938,0.0,0.45021645021645024,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
MATUPA,3433,29.110416666666666,191.9420833333334,13.919444444444444,10.370833333333334,0.2616568583069262,0.03375527426160337,0.13578826237054084,0.25738396624472576,0.04777162831342849,891,0.0,0.3888727060879697,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
ITAUBA,1956,22.43611111111111,93.34097222222222,18.986805555555556,1.4791666666666667,0.19028974158183243,0.10956175298804781,0.2151394422310757,0.3804780876494024,0.015337423312883436,744,0.0,0.4274028629856851,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
CAMPINAPOLIS,2755,25.447222222222223,86.68083333333362,3.1993055555555556,12.598611111111111,0.35936370209689084,0.0627062706270627,0.25676567656765675,0.3702970297029703,0.05335753176043557,731,0.0,0.3448275862068966,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
ALTO GARCAS,2090,14.515277777777778,100.33958333333334,11.567361111111111,4.376388888888889,0.22174226061915048,0.09118357487922706,0.29045893719806765,0.4897342995169082,0.03349282296650718,637,0.0,0.5110047846889952,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
SAPEZAL,1901,15.729861111111111,151.14791666666676,7.967361111111111,6.353472222222222,0.25301204819277107,0.07054545454545455,0.25236363636363635,0.45381818181818184,0.03577064702788006,601,0.0,0.4618621778011573,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA SANTA HELENA,1547,19.48125,109.73770833333275,10.01736111111111,7.450694444444444,0.21832358674463936,0.07899022801302931,0.21091205211726385,0.3973941368078176,0.02068519715578539,574,0.0,0.4473173884938591,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
COLNIZA,1850,15.73611111111111,124.42291666666667,6.691666666666666,7.347569444444444,0.34393638170974156,0.09304143862392494,0.22439405785770133,0.42376856919468336,0.01783783783783784,571,0.0,0.36,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
BARRA DO GARCAS,1548,5.545138888888889,92.42118055555555,1.3083333333333333,1.6111111111111112,0.5509049773755657,0.3148148148148148,0.594541910331384,0.6715399610136452,0.060077519379844964,512,0.0,0.35335917312661497,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
ARENAPOLIS,2956,23.6,109.57430555555555,5.172569444444445,8.453472222222222,0.2504911591355599,0.026758409785932722,0.19762996941896024,0.382262996941896,0.08389715832205684,420,0.0,0.40121786197564274,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
TERRA NOVA DO NORTE,936,15.616666666666667,125.44166666666632,5.3381944444444445,6.377083333333333,0.2857142857142857,0.09273182957393483,0.2807017543859649,0.40601503759398494,0.019230769230769232,418,0.0,0.26282051282051283,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
VILA RICA,1352,13.660416666666666,221.41805555555555,4.055555555555555,8.439583333333333,0.34764397905759165,0.11329588014981273,0.28277153558052437,0.5056179775280899,0.019970414201183433,416,0.0,0.5399408284023669,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
SANTO ANTONIO DO LEVERGER,1092,7.586805555555555,148.76527777777778,3.1694444444444443,1.7965277777777777,0.4158125915080527,0.16731016731016732,0.48133848133848134,0.601029601029601,0.09065934065934066,405,0.0,0.4230769230769231,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
POCONE,1204,5.566666666666666,118.31597222222223,2.8131944444444446,1.5618055555555554,0.4457652303120357,0.19186785260482847,0.5209656925031766,0.6429479034307497,0.10215946843853821,404,0.0,0.3579734219269103,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
ROSARIO OESTE,1154,7.3590277777777775,89.2684027777784,5.924305555555556,1.5729166666666667,0.35218508997429304,0.15748898678414097,0.4977973568281938,0.6960352422907489,0.05632582322357019,397,0.0,0.4584055459272097,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA UBIRATA,1540,21.364583333333332,125.0482638888889,10.189583333333333,8.473958333333334,0.20792951541850221,0.041401273885350316,0.17754777070063693,0.3479299363057325,0.02922077922077922,394,0.0,0.5766233766233766,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
CANARANA,1595,13.43125,206.07333333333335,6.045833333333333,5.459027777777778,0.2763873775843308,0.12338308457711443,0.26965174129353237,0.5343283582089552,0.03761755485893417,391,0.0,0.4369905956112853,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
PARANAITA,2992,21.713194444444444,119.42291666666667,4.9743055555555555,10.728472222222223,0.30155544405418966,0.1034025629695095,0.2129916040653999,0.3561643835616438,0.12065508021390374,388,0.0,0.4391711229946524,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
SAO JOSE DOS QUATRO MARCOS,1463,25.37638888888889,94.41597222222222,25.011111111111113,4.477777777777778,0.1574973031283711,0.04919423240033927,0.18405428329092452,0.3256997455470738,0.04032809295967191,385,0.0,0.6008202323991798,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
JUARA,1398,15.490972222222222,188.7798611111111,5.279861111111111,4.708333333333333,0.38651994497936726,0.14580941446613088,0.3214695752009185,0.4489092996555683,0.05793991416309013,379,0.0,0.3218884120171674,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
JACIARA,782,2.3743055555555554,236.73513888888888,0.9145833333333333,1.4458333333333333,0.642,0.43159922928709055,0.6820809248554913,0.74373795761079,0.06905370843989769,371,0.0,0.31074168797953966,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
MARCELANDIA,1343,24.406944444444445,95.4875,9.0875,8.407291666666666,0.26425591098748263,0.09193954659949623,0.24181360201511334,0.3501259445843829,0.03648548026805659,361,0.0,0.44080416976917347,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
TAPURAH,1416,16.334722222222222,93.13500000000019,8.056944444444444,4.44375,0.275,0.05624404194470925,0.2697807435653003,0.4356530028598665,0.03884180790960452,359,0.0,0.4625706214689266,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA XAVANTINA,766,5.529166666666667,149.06166666666667,0.740625,1.6125,0.5909090909090909,0.26990291262135924,0.5514563106796116,0.6368932038834951,0.04569190600522193,328,0.0,0.42428198433420367,gal_lacen_microdados,>=2024,Backlog pendente relevante — priorizar liberação
BARRA DO BUGRES,1720,37.469791666666666,120.44583333333334,11.917361111111111,17.658333333333335,0.16859946476360393,0.08780487804878048,0.23252032520325203,0.2731707317073171,0.044767441860465114,298,0.0,0.6546511627906977,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
QUERENCIA,2557,12.572222222222223,99.42291666666667,4.907638888888889,7.4534722222222225,0.3219257540603248,0.03130755064456722,0.16482504604051565,0.5469613259668509,0.1931951505670708,289,0.0,0.4751662104028158,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
CONFRESA,752,8.341666666666667,30.438194444444445,3.1694444444444443,1.61875,0.38940092165898615,0.21792260692464357,0.4419551934826884,0.6354378818737271,0.0425531914893617,272,0.0,0.3617021276595745,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
ARIPUANA,1266,24.516666666666666,198.60763888888889,5.026388888888889,7.704166666666667,0.33243606998654107,0.07781649245063879,0.22880371660859466,0.37514518002322883,0.036334913112164295,258,0.0,0.38941548183254343,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
RIO BRANCO,796,12.518402777777778,147.31805555555556,7.267361111111111,1.4854166666666666,0.31274900398406374,0.07342657342657342,0.40384615384615385,0.5506993006993007,0.026381909547738693,256,0.0,0.46733668341708545,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
APIACAS,470,9.690972222222221,274.46666666666664,3.9368055555555554,6.377083333333333,0.22509225092250923,0.10927152317880795,0.32781456953642385,0.7483443708609272,0.01276595744680851,242,0.0,0.39787234042553193,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
IPIRANGA DO NORTE,1760,25.352083333333333,99.32986111111111,10.134722222222223,11.43125,0.21799628942486085,0.027842227378190254,0.1500386697602475,0.32791956689868523,0.003977272727272727,238,0.0,0.47670454545454544,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
DIAMANTINO,805,7.600694444444445,152.22152777777777,2.91875,1.6701388888888888,0.4296724470134875,0.15734265734265734,0.479020979020979,0.6311188811188811,0.10062111801242236,237,0.0,0.4372670807453416,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
COMODORO,1077,21.740277777777777,122.72888888888889,8.014583333333334,7.5940972222222225,0.21448467966573817,0.0832282471626734,0.21311475409836064,0.3656998738965952,0.019498607242339833,222,0.0,0.45403899721448465,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
PEDRA PRETA,490,14.468055555555555,121.61770833333333,10.009027777777778,2.564583333333333,0.2923076923076923,0.1196808510638298,0.2898936170212766,0.4920212765957447,0.02040816326530612,193,0.0,0.47551020408163264,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
JURUENA,776,10.667361111111111,77.34513888888888,1.8993055555555556,4.4,0.5021551724137931,0.148,0.396,0.606,0.02577319587628866,189,0.0,0.33505154639175255,gal_lacen_microdados,>=2024,Backlog pendente relevante — priorizar liberação
BRASNORTE,689,9.596527777777778,119.725625,6.221180555555556,3.3447916666666666,0.35406698564593303,0.14224137931034483,0.3728448275862069,0.5366379310344828,0.0899854862119013,169,0.0,0.37445573294629897,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
TABAPORA,607,14.682638888888889,86.63312499999996,6.0368055555555555,6.663541666666667,0.29945054945054944,0.16273584905660377,0.3089622641509434,0.4693396226415094,0.014827018121911038,164,0.0,0.40197693574958815,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
CURVELANDIA,514,10.599305555555556,97.88708333333355,3.0319444444444446,2.9937500000000004,0.41904761904761906,0.0700280112044818,0.4005602240896359,0.5658263305322129,0.07198443579766536,164,0.0,0.3424124513618677,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
CASTANHEIRA,572,14.48263888888889,155.38680555555555,10.97638888888889,1.5659722222222223,0.2601880877742947,0.12609970674486803,0.30791788856304986,0.49560117302052786,0.05244755244755245,152,0.0,0.39335664335664333,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA GUARITA,1176,49.86805555555556,233.70763888888888,3.754166666666667,7.715972222222222,0.28542914171656686,0.02824858757062147,0.19350282485875706,0.3093220338983051,0.05442176870748299,144,0.0,0.3078231292517007,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
DENISE,425,8.472222222222221,149.49791666666667,5.189583333333333,2.3583333333333334,0.304635761589404,0.15942028985507245,0.42028985507246375,0.6521739130434783,0.04,143,0.0,0.4470588235294118,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOBRES,441,6.45,65.64444444444445,2.0131944444444443,1.5625,0.4833948339483395,0.24193548387096775,0.5096774193548387,0.6806451612903226,0.12018140589569161,140,0.0,0.4126984126984127,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
SAO FELIX DO ARAGUAIA,306,6.35,11.313263888888892,3.69375,2.567361111111111,0.40454545454545454,0.3181818181818182,0.8140495867768595,0.9173553719008265,0.0392156862745098,135,0.0,0.45751633986928103,gal_lacen_microdados,>=2024,Backlog pendente relevante — priorizar liberação
CLAUDIA,348,10.67986111111111,35.43888888888889,2.1173611111111112,3.484027777777778,0.45539906103286387,0.15789473684210525,0.3481781376518219,0.6194331983805668,0.028735632183908046,134,0.0,0.3706896551724138,gal_lacen_microdados,>=2024,Backlog pendente relevante — priorizar liberação
FELIZ NATAL,365,17.412152777777777,126.74166666666666,5.278819444444444,6.5256944444444445,0.36086956521739133,0.1,0.312,0.456,0.03561643835616438,125,0.0,0.3972602739726027,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA BRASILANDIA,339,9.411111111111111,88.61527777777778,6.095833333333333,3.6680555555555556,0.32653061224489793,0.05303030303030303,0.3560606060606061,0.5606060606060606,0.014749262536873156,124,0.0,0.504424778761062,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
GENERAL CARNEIRO,456,7.675694444444445,49.128125000000026,2.272222222222222,4.4586805555555555,0.4865771812080537,0.05026455026455026,0.42063492063492064,0.6666666666666666,0.019736842105263157,113,0.0,0.5021929824561403,gal_lacen_microdados,>=2024,Backlog pendente relevante — priorizar liberação
PONTAL DO ARAGUAIA,242,14.713888888888889,44.74652777777778,3.1680555555555556,5.597916666666666,0.2710843373493976,0.1746031746031746,0.3386243386243386,0.48677248677248675,0.08677685950413223,104,0.0,0.3305785123966942,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
SAO JOSE DO RIO CLARO,388,7.416666666666667,92.475,2.9402777777777778,1.578472222222222,0.45643153526970953,0.19636363636363635,0.49454545454545457,0.610909090909091,0.08762886597938144,104,0.0,0.45618556701030927,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
ACORIZAL,297,19.435416666666665,176.48333333333332,12.7375,1.5638888888888889,0.36,0.2315270935960591,0.3793103448275862,0.458128078817734,0.12794612794612795,103,0.0,0.40404040404040403,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVO SAO JOAQUIM,288,10.645138888888889,58.71527777777778,8.109722222222222,1.5944444444444446,0.19393939393939394,0.14222222222222222,0.38666666666666666,0.5466666666666666,0.03125,102,0.0,0.4826388888888889,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA OLIMPIA,345,10.503472222222221,151.24180555555557,3.1972222222222224,2.5375,0.43824701195219123,0.20848056537102475,0.43109540636042404,0.5335689045936396,0.09565217391304348,100,0.0,0.3884057971014493,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
PORTO ESPERIDIAO,377,8.499305555555555,118.42291666666667,4.040625,2.39375,0.39351851851851855,0.21739130434782608,0.4384057971014493,0.5507246376811594,0.042440318302387266,99,0.0,0.5172413793103449,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
JANGADA,300,6.341666666666667,91.62430555555555,2.6458333333333335,1.6604166666666667,0.4494949494949495,0.17511520737327188,0.5345622119815668,0.6589861751152074,0.07333333333333333,99,0.0,0.44666666666666666,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
CAMPOS DE JULIO,415,17.471527777777776,92.56666666666666,10.781944444444445,3.517708333333333,0.29896907216494845,0.1838006230529595,0.3956386292834891,0.4392523364485981,0.05301204819277108,95,0.0,0.4891566265060241,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA CANAA DO NORTE,289,12.588888888888889,139.48916666666653,4.394444444444445,4.340277777777778,0.38181818181818183,0.12432432432432433,0.33513513513513515,0.518918918918919,0.16262975778546712,95,0.0,0.3633217993079585,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
PORTO ALEGRE DO NORTE,210,6.549305555555556,59.600416666666675,0.5055555555555555,1.4395833333333332,0.7083333333333334,0.34591194968553457,0.5220125786163522,0.7610062893081762,0.05714285714285714,95,0.0,0.3952380952380952,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
COTRIGUACU,406,10.470833333333333,152.3875,4.314583333333333,1.6715277777777777,0.40408163265306124,0.2490272373540856,0.4708171206225681,0.5369649805447471,0.06403940886699508,93,0.0,0.35960591133004927,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
GUIRATINGA,183,2.6847222222222222,38.52805555555555,0.7381944444444445,1.479861111111111,0.5853658536585366,0.43609022556390975,0.5864661654135338,0.6691729323308271,0.04371584699453552,89,0.0,0.4371584699453552,gal_lacen_microdados,>=2024,Backlog pendente relevante — priorizar liberação
JUSCIMEIRA,210,5.574999999999999,78.82458333333345,2.814583333333333,1.7006944444444445,0.3652173913043478,0.2,0.5384615384615384,0.7,0.09047619047619047,84,0.0,0.3523809523809524,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
SAO JOSE DO XINGU,323,31.46875,213.47458333333333,3.1597222222222223,5.434722222222222,0.3779527559055118,0.11904761904761904,0.27380952380952384,0.375,0.11145510835913312,81,0.0,0.33126934984520123,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
PARANATINGA,404,6.397222222222222,149.51388888888889,0.11041666666666666,1.4430555555555555,0.7365079365079366,0.34626865671641793,0.5134328358208955,0.5970149253731343,0.04950495049504951,79,0.0,0.6707920792079208,gal_lacen_microdados,>=2024,Backlog pendente relevante — priorizar liberação
BARAO DE MELGACO,210,8.504166666666666,72.5997222222224,3.3499999999999996,2.0972222222222223,0.39705882352941174,0.14965986394557823,0.4557823129251701,0.7074829931972789,0.1,75,0.0,0.42857142857142855,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
GAUCHA DO NORTE,217,9.318055555555556,140.625,6.773263888888889,1.679861111111111,0.36065573770491804,0.18543046357615894,0.44370860927152317,0.5364238410596026,0.02304147465437788,74,0.0,0.4147465437788018,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA LACERDA,222,7.631944444444445,93.36465277777795,5.954861111111111,2.6475694444444446,0.2627118644067797,0.19718309859154928,0.4295774647887324,0.5633802816901409,0.06756756756756757,74,0.0,0.3738738738738739,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
NOVA MARILANDIA,289,28.570833333333333,128.50111111111107,13.948611111111111,1.4048611111111111,0.24691358024691357,0.08571428571428572,0.29714285714285715,0.42857142857142855,0.05536332179930796,73,0.0,0.44982698961937717,gal_lacen_microdados,>=2024,SLA crise: baixa liberação ≤48h — priorizar liberação/triagem
ITIQUIRA,136,5.559027777777778,139.18152777777897,1.167361111111111,1.5604166666666666,0.58,0.4090909090909091,0.5454545454545454,0.6636363636363637,0.03676470588235294,70,0.0,0.41911764705882354,gal_lacen_microdados,>=2024,Backlog pendente relevante — priorizar liberação
NOVO HORIZONTE DO NORTE,284,13.636111111111111,61.4744444444445,2.1590277777777778,10.368055555555555,0.47794117647058826,0.06134969325153374,0.1901840490797546,0.5337423312883436,0.04929577464788732,69,0.0,0.3732394366197183,gal_lacen_microdados,>=2024,Atraso logístico coleta→recebimento — revisar transporte
NORTELANDIA,298,10.340972222222222,103.57326388888889,2.6618055555555555,3.69375,0.4577777777777778,0.18333333333333332,0.4625,0.5333333333333333,0.08389261744966443,67,0.0,0.5100671140939598,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
ALTO BOA VISTA,104,4.752777777777778,29.674027777777795,2.15625,2.350347222222222,0.4857142857142857,0.2564102564102564,0.6666666666666666,0.7692307692307693,0.0673076923076923,67,0.0,0.19230769230769232,gal_lacen_microdados,>=2024,Rejeição elevada — capacitar coleta/envio de amostras
